school_id,region,division,n_test_takers,filipino_mps,math_mps,english_mps,science_mps,araling_panlipunan_mps,overall_mps
100113,Region I,Ilocos Norte,6,70.98765432098766,76.92307692307692,78.39506172839508,64.19753086419753,82.71604938271604,74.6268656716418
100031,Region I,Ilocos Norte,4,50.0,29.807692307692307,32.407407407407405,33.333333333333336,43.51851851851852,37.87313432835821
150021,Region I,Ilocos Norte,18,53.086419753086425,31.196581196581196,36.21399176954733,30.8641975308642,43.415637860082306,39.01326699834163
150002,Region I,Ilocos Norte,2,70.37037037037037,53.84615384615385,75.92592592592592,74.07407407407408,81.48148148148148,71.26865671641791
100032,Region I,Ilocos Norte,4,67.5925925925926,70.1923076923077,69.44444444444444,70.37037037037037,80.55555555555556,71.64179104477611
100069,Region I,Ilocos Norte,2,51.851851851851855,36.53846153846154,42.592592592592595,33.333333333333336,59.25925925925926,44.776119402985074
100005,Region I,Ilocos Norte,6,79.01234567901234,78.2051282051282,66.66666666666667,48.148148148148145,82.09876543209877,70.77114427860695
100033,Region I,Ilocos Norte,2,79.62962962962963,73.07692307692308,98.14814814814817,81.48148148148148,92.5925925925926,85.07462686567165
100114,Region I,Ilocos Norte,6,78.39506172839508,73.07692307692308,70.98765432098766,72.22222222222223,76.54320987654322,74.25373134328358
100133,Region I,Ilocos Norte,2,74.07407407407408,92.3076923076923,87.03703703703704,77.77777777777777,100.0,86.19402985074628
100123,Region I,Ilocos Norte,6,70.37037037037037,73.07692307692308,81.48148148148148,72.8395061728395,75.92592592592592,74.75124378109453
100034,Region I,Ilocos Norte,7,79.36507936507935,93.4065934065934,75.13227513227513,76.1904761904762,92.06349206349206,83.15565031982942
100070,Region I,Ilocos Norte,4,80.55555555555556,90.3846153846154,90.74074074074076,83.33333333333333,81.48148148148148,85.26119402985074
100035,Region I,Ilocos Norte,6,87.65432098765433,75.0,79.01234567901234,74.69135802469135,83.33333333333333,79.97512437810946
100006,Region I,Ilocos Norte,12,83.64197530864196,83.0128205128205,56.48148148148148,74.07407407407408,50.92592592592592,69.5273631840796
100036,Region I,Ilocos Norte,8,82.87037037037037,90.3846153846154,81.94444444444444,84.25925925925925,94.44444444444444,86.75373134328358
100037,Region I,Ilocos Norte,4,81.48148148148148,88.46153846153847,83.33333333333333,85.18518518518519,91.66666666666669,86.00746268656717
500592,Region I,Ilocos Norte,4,88.88888888888889,75.0,85.18518518518519,77.77777777777777,100.0,85.44776119402985
100116,Region I,Ilocos Norte,7,87.83068783068784,81.31868131868131,83.59788359788361,75.66137566137566,87.83068783068784,83.26226012793177
100019,Region I,Ilocos Norte,7,70.37037037037037,74.17582417582418,88.88888888888889,62.96296296296296,89.41798941798942,77.18550106609808
100265,Region I,Ilocos Norte,8,84.25925925925925,80.28846153846153,82.87037037037037,65.27777777777777,87.03703703703704,79.94402985074628
100020,Region I,Ilocos Norte,4,66.66666666666667,48.07692307692308,77.77777777777777,77.77777777777777,53.7037037037037,64.92537313432835
100007,Region I,Ilocos Norte,4,89.81481481481481,88.46153846153847,82.4074074074074,71.29629629629629,92.5925925925926,84.88805970149254
100038,Region I,Ilocos Norte,2,83.33333333333333,84.61538461538461,72.22222222222223,68.51851851851852,96.29629629629628,80.97014925373135
100266,Region I,Ilocos Norte,4,89.81481481481481,87.5,87.96296296296296,69.44444444444444,88.88888888888889,84.70149253731343
100134,Region I,Ilocos Norte,6,79.62962962962963,77.56410256410257,86.41975308641975,74.07407407407408,97.53086419753085,83.08457711442786
100117,Region I,Ilocos Norte,8,79.16666666666667,75.0,82.87037037037037,62.96296296296296,78.70370370370371,75.74626865671642
100008,Region I,Ilocos Norte,4,75.92592592592592,75.0,78.70370370370371,79.62962962962963,84.25925925925925,78.73134328358209
